Gender,Age,Married,Number of Dependents,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,age_group,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,avg_monthly_spend,spend_change,high_bill
0,71,1,0,93725.0,36.62,-119.74,8,-1.03,1,1.23,0.0,1,11.0,0,0,0.0,0.0,1.0,1.0,1.0,1.0,1,0.82,-0.74,0.0,0,-0.54,-0.75,0,Senior,1,0,0,0,0,1,21.43,-20.61,1
1,56,1,2,93616.0,36.66,-119.6,6,-0.22,1,1.57,0.0,1,28.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.34,-0.14,0.0,0,0.6,0.07,0,Adult,0,1,0,1,0,0,-0.17,0.52,1
0,33,0,0,94065.0,37.53,-122.23,0,-1.24,1,-1.75,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.42,-0.99,0.0,0,-0.88,-1.05,0,Young,0,1,0,1,0,0,4.16,-5.58,0
1,32,0,3,92285.0,34.34,-116.54,0,-0.3,0,0.0,0.47,1,75.0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0,-0.93,-0.63,0.0,0,-0.88,-0.76,0,Young,1,0,0,0,0,1,-0.91,-0.03,0
0,80,0,0,90250.0,33.91,-118.35,0,-0.1,1,0.98,0.0,1,5.0,1,1,0.0,0.0,1.0,1.0,0.0,1.0,1,0.36,-0.07,0.0,0,0.48,0.08,0,Senior,1,0,0,0,1,0,-0.08,0.44,1
1,73,1,0,93445.0,35.06,-120.6,1,1.04,1,-0.63,0.0,1,19.0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1,1.35,1.73,0.0,0,0.28,1.45,1,Senior,0,1,0,0,1,0,0.85,0.51,1
0,26,1,0,93202.0,36.32,-119.71,1,-0.91,1,-1.73,1.0,1,82.0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,1,0.7,-0.63,0.0,100,-0.86,-0.72,1,Young,1,0,0,1,0,0,-7.17,7.86,1
1,59,0,0,95612.0,38.38,-121.58,0,-0.95,1,-1.2,1.0,1,28.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.37,-0.73,0.0,0,-0.79,-0.81,0,Adult,0,1,0,1,0,0,-15.46,15.83,1
1,78,1,0,92620.0,33.72,-117.75,1,-1.08,1,0.24,1.0,1,17.0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.67,-0.8,0.0,0,-0.68,-0.83,1,Senior,1,0,0,1,0,0,10.59,-9.92,1
1,47,1,1,95066.0,37.07,-122.01,7,1.49,1,1.0,1.0,1,16.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.67,1.57,0.0,40,2.29,1.93,0,Adult,1,0,0,0,1,0,0.63,0.04,1
1,68,0,0,95368.0,37.71,-121.09,0,1.37,1,-1.11,1.0,1,20.0,1,0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.25,1.85,0.0,0,-0.07,1.44,0,Senior,1,0,0,0,0,1,0.78,0.47,1
1,30,0,0,95519.0,40.97,-124.02,0,1.53,1,-1.13,1.0,1,52.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,1.68,2.58,0.0,0,-0.04,2.03,1,Young,0,1,0,0,1,0,1.02,0.66,1
0,62,0,0,94027.0,37.45,-122.2,0,-0.3,1,-1.47,1.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.25,-0.71,0.0,0,-0.72,-0.77,1,Senior,1,0,0,0,1,0,-1.01,-0.24,0
1,52,1,2,92649.0,33.72,-118.04,1,0.55,1,-0.08,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,1,-1.44,-0.62,0.0,0,0.44,-0.37,0,Adult,0,1,0,0,0,1,-0.4,-1.04,0
1,63,1,0,92320.0,33.98,-117.06,7,0.88,1,-1.04,1.0,1,26.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.65,1.66,0.0,0,-0.16,1.27,0,Senior,0,1,0,0,1,0,0.88,0.77,1
1,54,0,0,94014.0,37.69,-122.45,0,-0.71,1,-0.22,0.0,1,7.0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.34,-0.31,0.0,0,-0.49,-0.39,1,Adult,1,0,0,1,0,0,-1.06,2.4,1
1,48,1,1,95461.0,38.79,-122.59,0,-0.83,1,-1.27,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.44,-0.92,0.0,0,-0.77,-0.96,0,Adult,1,0,0,1,0,0,-5.43,3.99,0
1,51,0,0,94705.0,37.86,-122.24,0,-0.42,0,0.0,0.47,1,22.0,0,1,0.0,0.0,1.0,1.0,1.0,1.0,1,-0.44,-0.52,0.0,0,-0.88,-0.68,0,Adult,1,0,0,1,0,0,-0.9,0.47,0
1,22,1,0,93249.0,35.64,-119.89,9,1.53,0,0.0,0.47,1,85.0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,-0.19,0.78,1.01,0,-0.88,0.35,0,Young,1,0,0,0,0,1,0.31,-0.5,0
0,52,0,0,92844.0,33.77,-117.97,0,-0.1,1,-0.05,0.0,1,20.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1,0.67,0.07,0.0,130,-0.01,0.1,0,Adult,0,1,0,1,0,0,0.08,0.59,1
0,22,1,1,92203.0,33.75,-116.23,1,1.57,1,0.22,1.0,1,59.0,0,1,0.0,0.0,1.0,1.0,1.0,1.0,0,1.19,2.13,16.99,0,1.49,2.12,0,Young,1,0,0,0,1,0,0.83,0.36,1
0,33,1,0,93033.0,34.16,-119.12,2,-0.1,1,-1.16,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.43,-0.75,0.0,0,-0.54,-0.76,0,Young,0,1,0,0,1,0,-0.83,-0.59,0
0,26,1,0,92122.0,32.86,-117.21,5,-1.16,1,0.25,1.0,1,19.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,1,0.68,-0.84,0.0,0,-0.75,-0.89,1,Young,1,0,0,1,0,0,5.37,-4.69,1
0,58,0,0,92027.0,33.14,-116.97,0,-1.24,1,-0.84,0.0,1,28.0,0,0,1.0,0.0,0.0,1.0,1.0,1.0,1,0.72,-0.93,0.0,0,-0.85,-0.99,1,Adult,1,0,0,1,0,0,3.91,-3.2,1
0,22,0,1,92553.0,33.92,-117.24,0,-0.91,1,-1.3,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,1,-1.42,-0.91,0.0,0,-0.79,-0.96,0,Young,1,0,0,0,1,0,-10.36,8.94,0
0,66,0,0,91710.0,33.99,-117.66,0,-1.16,1,0.81,0.0,1,29.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.38,-0.89,0.0,0,-0.71,-0.91,0,Senior,1,0,0,0,1,0,5.65,-5.28,1
0,69,0,0,95820.0,38.54,-121.44,0,0.8,0,0.0,0.47,1,19.0,1,0,0.0,0.0,1.0,1.0,1.0,1.0,1,-0.49,0.12,0.0,0,-0.88,-0.17,0,Senior,0,1,0,0,0,1,0.07,-0.55,0
0,25,0,0,92117.0,32.83,-117.2,0,-1.12,1,-0.25,1.0,1,85.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,-0.54,-0.91,0.0,0,-0.75,-0.94,1,Young,1,0,0,1,0,0,7.83,-8.37,0
0,30,1,3,95380.0,37.47,-120.88,1,-0.99,1,-1.67,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.42,-0.93,0.0,0,-0.86,-0.99,0,Young,0,1,0,0,0,1,-149.16,147.74,0
1,73,0,0,92231.0,32.69,-115.43,0,-1.24,1,-0.11,0.0,1,22.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,-0.63,-0.97,0.0,0,-0.83,-1.01,0,Senior,1,0,0,0,1,0,4.06,-4.69,0
0,46,0,0,95321.0,37.9,-119.67,0,-1.2,1,-0.87,0.0,1,26.0,0,1,0.0,0.0,0.0,1.0,1.0,1.0,0,0.67,-0.9,0.0,0,-0.84,-0.96,0,Adult,1,0,0,1,0,0,4.57,-3.9,1
0,40,0,0,95033.0,37.16,-121.95,0,-0.55,1,-1.01,1.0,1,18.0,0,0,1.0,1.0,0.0,0.0,0.0,1.0,0,-0.14,-0.5,0.0,0,-0.62,-0.58,0,Adult,1,0,0,1,0,0,-1.1,0.97,0
0,53,0,0,93611.0,36.92,-119.59,0,1.61,1,-1.61,1.0,1,13.0,1,1,1.0,1.0,0.0,0.0,0.0,1.0,0,0.19,1.16,0.0,0,-0.57,0.75,0,Adult,1,0,0,0,0,1,0.44,-0.25,0
0,76,1,0,96046.0,40.65,-123.47,2,1.25,0,0.0,0.47,1,7.0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0,-0.9,0.01,0.0,0,-0.88,-0.26,0,Senior,1,0,0,0,1,0,0.0,-0.9,0
0,38,1,0,91364.0,34.15,-118.59,1,1.37,0,0.0,0.47,1,29.0,1,1,1.0,1.0,1.0,0.0,0.0,1.0,1,-0.23,0.67,0.0,0,-0.88,0.26,0,Adult,1,0,0,0,0,1,0.28,-0.51,0
0,23,0,0,92592.0,33.51,-117.03,0,-1.28,1,1.42,0.0,1,27.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1,0.39,-0.97,0.0,0,-0.83,-1.02,1,Young,1,0,0,1,0,0,3.49,-3.09,1
1,24,0,0,95334.0,37.36,-120.75,0,1.13,1,-0.75,1.0,1,48.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1,0.5,1.1,0.0,0,0.2,0.92,0,Young,1,0,0,0,1,0,0.52,-0.02,1
1,43,1,3,93274.0,36.19,-119.38,3,0.64,0,0.0,0.47,1,22.0,1,0,1.0,0.0,0.0,1.0,1.0,1.0,0,-0.61,-0.04,0.0,0,-0.88,-0.29,0,Adult,0,1,0,0,1,0,-0.02,-0.59,0
1,45,0,0,93427.0,34.63,-120.24,0,-1.28,1,0.59,0.0,1,4.0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,1,0.71,-0.97,0.0,0,-0.85,-1.02,1,Adult,0,1,0,1,0,0,3.47,-2.77,1
0,49,0,0,93552.0,34.56,-118.03,0,-0.71,1,1.74,1.0,1,15.0,0,0,0.0,0.0,1.0,1.0,1.0,1.0,1,0.96,-0.37,0.0,0,-0.02,-0.3,1,Adult,1,0,0,1,0,0,-1.27,2.22,1
1,62,1,0,92655.0,33.74,-117.99,4,0.72,1,0.68,1.0,1,13.0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1,1.49,1.38,0.0,0,1.16,1.43,0,Senior,1,0,0,1,0,0,0.8,0.69,1
0,25,1,1,95630.0,38.67,-121.15,10,1.61,1,0.62,1.0,1,30.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0.84,1.79,0.0,0,1.99,2.0,0,Young,0,1,0,0,0,1,0.69,0.16,1
1,37,0,0,94619.0,37.79,-122.15,0,0.55,1,1.32,1.0,1,21.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.66,0.69,0.0,100,1.47,1.01,0,Adult,0,1,0,1,0,0,0.44,0.22,1
1,35,1,1,94960.0,37.99,-122.58,4,1.61,1,0.34,1.0,1,19.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0.94,1.96,0.0,0,1.67,2.04,0,Young,1,0,0,0,0,1,0.75,0.18,1
0,37,1,3,91010.0,34.15,-117.96,2,-1.28,1,0.66,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.43,-1.0,0.0,0,-0.84,-1.04,0,Adult,0,1,0,1,0,0,3.58,-5.01,0
1,19,0,0,92530.0,33.66,-117.39,0,-1.28,1,0.27,1.0,1,51.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,-0.44,-0.98,0.0,0,-0.85,-1.03,0,Young,1,0,0,1,0,0,3.53,-3.97,0
1,69,0,0,92672.0,33.43,-117.61,0,1.41,1,-1.69,0.0,1,21.0,1,1,0.0,1.0,1.0,0.0,0.0,1.0,1,0.93,1.7,0.0,0,-0.68,1.14,0,Senior,1,0,0,0,0,1,0.71,0.22,1
1,44,1,1,90004.0,34.08,-118.31,5,0.64,1,-1.22,1.0,1,27.0,0,1,0.0,1.0,1.0,1.0,1.0,1.0,0,0.51,0.7,0.0,0,-0.38,0.44,0,Adult,1,0,0,0,0,1,0.43,0.09,1
1,19,0,0,90241.0,33.94,-118.13,0,1.61,1,1.22,0.0,1,73.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.5,2.36,0.0,0,2.68,2.66,0,Young,1,0,0,0,0,1,0.9,0.59,1
0,64,1,0,94923.0,38.38,-123.04,6,0.8,1,1.18,1.0,1,24.0,1,1,1.0,1.0,0.0,1.0,1.0,1.0,1,0.57,0.92,0.0,0,1.65,1.21,0,Senior,0,1,0,0,1,0,0.51,0.06,1
1,44,1,3,95925.0,39.46,-121.2,1,1.41,1,1.59,0.0,1,28.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0,-0.43,0.51,0.0,0,2.83,1.24,0,Adult,0,1,0,0,1,0,0.21,-0.64,0
1,58,1,0,92338.0,34.7,-116.09,1,-0.18,1,-0.64,0.0,1,13.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.56,-0.02,0.0,0,-0.33,-0.12,1,Adult,1,0,0,1,0,0,-0.03,0.59,1
1,29,1,1,95051.0,37.35,-121.98,9,-0.02,1,0.58,1.0,1,51.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,-0.04,-0.1,0.0,0,0.37,0.03,0,Young,1,0,0,1,0,0,-0.11,0.06,0
1,80,1,0,92571.0,33.83,-117.2,2,-0.22,1,-1.36,0.0,1,25.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.37,-0.15,0.0,0,-0.66,-0.32,1,Senior,1,0,0,1,0,0,-0.2,0.57,1
0,22,0,0,95540.0,40.58,-124.12,0,-1.2,1,0.45,0.0,1,73.0,0,1,1.0,0.0,0.0,1.0,1.0,1.0,0,0.86,-0.89,0.0,0,-0.77,-0.93,0,Young,1,0,0,1,0,0,4.5,-3.63,1
0,22,0,0,92122.0,32.86,-117.21,0,-1.24,1,1.11,1.0,1,27.0,0,0,0.0,0.0,1.0,0.0,1.0,1.0,1,0.71,-0.93,0.0,0,-0.79,-0.97,1,Young,1,0,0,1,0,0,3.89,-3.18,1
1,50,0,2,91773.0,34.1,-117.82,0,-0.95,1,0.75,0.0,1,11.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.3,-0.72,0.0,0,-0.51,-0.72,1,Adult,0,1,0,1,0,0,-15.29,15.59,1
0,53,1,2,95672.0,38.72,-120.99,10,0.72,1,1.41,1.0,1,28.0,1,0,0.0,1.0,1.0,0.0,0.0,1.0,1,0.22,0.53,0.0,0,1.74,0.93,0,Adult,0,1,0,0,0,1,0.31,-0.09,1
1,45,1,2,96106.0,39.75,-120.58,1,1.57,1,0.42,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.42,-0.39,0.0,0,1.72,0.19,0,Adult,1,0,0,0,0,1,-0.15,-1.26,0
0,76,1,0,92122.0,32.86,-117.21,2,-0.02,1,1.62,1.0,1,10.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.36,0.01,0.0,0,0.9,0.27,1,Senior,1,0,0,1,0,0,0.01,0.35,1
1,57,1,3,95651.0,38.82,-120.92,10,-0.67,1,0.14,0.0,1,76.0,1,0,1.0,0.0,1.0,1.0,1.0,1.0,0,1.2,-0.33,0.0,0,-0.37,-0.38,0,Adult,1,0,0,1,0,0,-1.01,2.2,1
1,45,1,3,92078.0,33.12,-117.17,8,1.41,1,-0.57,1.0,1,22.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.36,1.96,0.0,0,0.52,1.7,0,Adult,1,0,0,0,0,1,0.81,0.55,1
0,43,1,1,93436.0,34.6,-120.38,1,1.61,1,-0.7,1.0,1,13.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.64,2.55,0.0,0,0.47,2.15,0,Adult,0,1,0,0,0,1,0.98,0.66,1
1,41,0,0,95664.0,38.8,-121.04,0,-1.2,1,-0.06,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.43,-0.98,0.0,0,-0.8,-1.01,1,Adult,1,0,0,1,0,0,4.96,-6.39,0
0,22,1,3,94133.0,37.8,-122.41,1,-0.38,1,1.67,1.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.28,-0.77,0.0,0,0.42,-0.49,0,Young,0,1,0,0,1,0,-1.24,-0.03,0
0,62,1,2,91345.0,34.27,-118.46,1,1.61,1,0.22,1.0,1,18.0,1,1,1.0,1.0,0.0,0.0,0.0,1.0,0,0.2,1.25,25.24,0,1.53,1.43,0,Senior,1,0,0,0,0,1,0.48,-0.28,0
0,21,1,2,90040.0,33.99,-118.15,9,-1.03,0,0.0,0.47,1,47.0,1,1,1.0,0.0,1.0,1.0,1.0,1.0,0,-1.97,-0.8,0.0,0,-0.88,-0.9,0,Young,0,1,0,1,0,0,23.22,-25.19,0
0,49,1,3,90710.0,33.8,-118.3,10,-0.99,1,-1.77,0.0,1,57.0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1,-0.3,-0.8,0.0,0,-0.87,-0.89,0,Adult,1,0,0,1,0,0,-127.32,127.02,0
0,33,1,4,94108.0,37.79,-122.41,9,1.37,0,0.0,0.47,1,23.0,0,0,0.0,1.0,1.0,1.0,1.0,0.0,0,-0.43,0.48,0.0,110,-0.88,0.15,0,Young,1,0,0,0,0,1,0.2,-0.63,0
0,30,0,0,90301.0,33.96,-118.36,0,-1.12,1,0.66,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.39,-0.96,0.0,0,-0.68,-0.96,1,Young,0,1,0,1,0,0,8.24,-9.63,0
0,38,0,1,90015.0,34.04,-118.27,0,0.68,1,1.4,1.0,1,11.0,0,1,1.0,0.0,1.0,1.0,1.0,1.0,1,1.3,1.22,0.0,0,1.68,1.46,1,Adult,1,0,0,1,0,0,0.73,0.57,1
0,56,1,0,94060.0,37.23,-122.3,2,1.25,1,0.96,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,1,-1.42,-0.46,0.0,0,1.97,0.22,0,Adult,1,0,0,0,0,1,-0.21,-1.22,0
1,70,1,1,95004.0,36.88,-121.63,1,-0.83,0,0.0,0.47,1,14.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1,-1.12,-0.85,0.0,0,-0.88,-0.93,0,Senior,0,0,1,1,0,0,-5.02,3.9,0
0,54,1,6,93603.0,36.65,-118.92,5,-0.22,1,0.8,0.0,1,53.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1,-0.29,-0.34,0.0,0,0.27,-0.19,0,Adult,0,1,0,1,0,0,-0.44,0.14,0
1,57,0,0,93648.0,36.62,-119.52,0,0.11,1,1.44,0.0,1,20.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0,-0.1,-0.13,0.0,0,0.97,0.18,0,Adult,1,0,0,1,0,0,-0.12,0.01,0
1,40,1,2,92328.0,36.28,-117.03,7,0.88,1,-1.56,1.0,1,12.0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0.73,0.99,0.0,0,-0.61,0.6,0,Adult,1,0,0,1,0,0,0.53,0.2,1
0,56,0,0,91744.0,34.03,-117.94,0,-1.28,1,-1.47,1.0,1,2.0,0,0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.03,-0.96,0.0,0,-0.88,-1.02,1,Adult,1,0,0,1,0,0,3.46,-2.43,1
0,38,0,0,93656.0,36.45,-119.95,0,-1.12,1,-0.85,0.0,1,5.0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,0.01,-0.87,0.0,0,-0.8,-0.92,0,Adult,0,1,0,1,0,0,7.47,-7.46,0
0,61,0,0,94104.0,37.79,-122.4,0,-0.55,1,1.21,0.0,1,6.0,0,1,0.0,1.0,0.0,1.0,1.0,0.0,1,0.05,-0.46,0.0,60,0.05,-0.33,0,Senior,1,0,0,0,1,0,-1.02,1.07,0
0,35,1,2,95916.0,39.66,-121.38,1,0.8,0,0.0,0.47,1,17.0,0,1,1.0,1.0,1.0,0.0,0.0,1.0,0,-0.44,0.12,27.01,0,-0.88,-0.18,0,Young,0,1,0,0,0,1,0.07,-0.51,0
1,61,1,3,95439.0,38.49,-122.78,8,1.61,0,0.0,0.47,1,22.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,1.06,0.0,0,-0.88,0.58,0,Senior,1,0,0,0,0,1,0.41,-0.41,0
0,50,0,0,95010.0,36.98,-121.95,0,-0.02,1,-0.78,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,1,-1.42,-0.74,9.73,0,-0.32,-0.68,0,Adult,1,0,0,0,0,1,-0.75,-0.67,0
1,47,1,0,92109.0,32.79,-117.23,1,-0.99,1,-0.63,0.0,1,6.0,0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.21,-0.63,0.0,0,-0.73,-0.72,1,Adult,1,0,0,1,0,0,-101.38,102.59,1
0,35,0,0,91711.0,34.13,-117.72,0,0.35,1,0.9,1.0,1,30.0,0,0,1.0,0.0,0.0,1.0,1.0,0.0,0,0.04,0.11,0.0,140,0.93,0.41,0,Young,0,0,1,0,1,0,0.08,-0.04,0
0,32,0,0,91207.0,34.18,-118.26,0,-1.12,1,-0.33,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,1,-1.44,-0.97,0.0,0,-0.76,-0.99,0,Young,0,1,0,1,0,0,8.35,-9.79,0
1,54,0,1,90248.0,33.88,-118.28,0,-0.87,0,0.0,0.47,1,17.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1,-0.9,-0.83,0.0,100,-0.88,-0.88,0,Adult,0,1,0,0,1,0,-6.45,5.55,0
0,61,0,0,92028.0,33.36,-117.3,0,-1.12,1,0.42,0.0,1,11.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.05,-0.81,0.0,0,-0.7,-0.85,1,Senior,1,0,0,1,0,0,6.95,-5.9,1
1,62,0,0,94134.0,37.72,-122.41,0,-0.67,1,1.19,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.45,-0.86,0.0,0,-0.1,-0.71,0,Senior,0,1,0,0,1,0,-2.59,1.14,0
0,80,0,0,92126.0,32.89,-117.15,0,1.57,1,-1.43,1.0,1,9.0,0,1,0.0,1.0,1.0,1.0,0.0,1.0,0,1.36,2.25,0.0,0,-0.37,1.67,0,Senior,1,0,0,0,1,0,0.87,0.49,1
1,23,0,0,92703.0,33.75,-117.91,0,-0.87,0,0.0,0.47,1,59.0,0,1,1.0,1.0,0.0,0.0,0.0,1.0,1,-0.76,-0.82,0.0,0,-0.88,-0.91,0,Young,0,1,0,0,1,0,-6.38,5.62,0
1,63,1,0,95369.0,37.52,-120.43,1,1.17,1,1.77,1.0,1,7.0,0,1,0.0,0.0,1.0,1.0,1.0,1.0,1,1.15,1.65,0.0,0,2.67,2.09,1,Senior,1,0,0,1,0,0,0.76,0.39,1
1,50,1,0,93522.0,36.32,-117.59,2,1.57,1,-0.17,0.0,1,6.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0.68,1.66,0.0,0,1.05,1.62,0,Adult,1,0,0,0,1,0,0.65,0.04,1
0,56,0,0,92404.0,34.18,-117.22,0,-0.95,1,1.14,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.43,-0.93,0.0,0,-0.45,-0.87,0,Adult,0,1,0,1,0,0,-19.73,18.3,0
1,63,0,0,95542.0,40.06,-123.68,0,-1.08,1,1.02,0.0,1,8.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1,-0.46,-0.87,0.0,0,-0.61,-0.87,0,Senior,1,0,0,1,0,0,11.53,-11.99,0
1,58,0,0,90807.0,33.83,-118.18,0,-0.26,1,0.94,0.0,1,22.0,0,0,0.0,0.0,1.0,1.0,1.0,0.0,1,0.81,-0.0,0.0,50,0.28,0.1,1,Adult,1,0,0,1,0,0,-0.0,0.82,1
1,29,0,0,91784.0,34.14,-117.66,0,-1.08,1,-1.37,0.0,1,30.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.28,-0.86,0.0,0,-0.84,-0.93,0,Young,0,0,1,1,0,0,11.48,-11.76,0
0,54,0,0,95762.0,38.68,-121.06,0,-0.87,1,0.38,0.0,1,15.0,0,0,1.0,0.0,0.0,1.0,1.0,1.0,0,0.68,-0.61,0.0,0,-0.49,-0.63,0,Adult,1,0,0,1,0,0,-4.78,5.46,1
0,25,1,0,95403.0,38.49,-122.75,1,-1.28,1,1.35,0.0,1,73.0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.54,-0.97,0.0,0,-0.83,-1.02,1,Young,1,0,0,1,0,0,3.48,-2.94,1
1,31,1,0,90265.0,34.07,-118.83,10,0.68,1,-1.67,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,1,-1.42,-0.58,0.0,0,-0.72,-0.67,0,Young,1,0,0,0,0,1,-0.34,-1.07,0
1,25,1,2,95401.0,38.46,-122.79,9,-1.2,1,-1.03,0.0,1,51.0,0,1,0.0,0.0,1.0,0.0,0.0,1.0,1,-0.16,-0.93,0.0,0,-0.84,-0.99,0,Young,0,1,0,1,0,0,4.72,-4.88,0
1,46,0,0,93656.0,36.45,-119.95,0,0.84,1,1.34,0.0,1,13.0,1,1,1.0,1.0,0.0,1.0,1.0,1.0,0,1.16,1.39,0.0,0,1.84,1.64,0,Adult,0,1,0,0,0,1,0.75,0.4,1
0,28,1,0,93035.0,34.18,-119.22,1,-0.38,1,0.93,0.0,1,27.0,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.17,0.02,0.0,0,0.15,0.06,1,Young,1,0,0,1,0,0,0.04,1.13,1
0,63,0,0,93591.0,34.6,-117.8,0,-1.24,1,0.01,0.0,1,9.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,-0.6,-0.97,0.0,0,-0.82,-1.01,1,Senior,1,0,0,1,0,0,4.06,-4.66,0
0,37,0,0,91723.0,34.08,-117.89,0,-1.28,1,-1.04,0.0,1,9.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1,-0.49,-0.98,0.0,0,-0.87,-1.04,1,Adult,0,1,0,1,0,0,3.53,-4.02,0
0,44,0,1,93954.0,36.13,-120.86,0,-1.2,1,0.63,1.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,1,-1.21,-0.95,0.0,0,-0.76,-0.98,0,Adult,0,1,0,0,0,1,4.82,-6.04,0
1,74,1,0,93591.0,34.6,-117.8,1,1.45,1,-0.3,1.0,1,24.0,0,1,0.0,0.0,1.0,1.0,1.0,1.0,1,1.18,2.02,0.0,0,0.83,1.84,1,Senior,1,0,0,1,0,0,0.82,0.36,1
